ENGLISH	QUENYA
Thus you were made an example for all that believe in Macedonia and Achaia.	Sie anelde cárine epemma illin i savir Maceroniasse ar Acaiasse.
Since we have heard that some people from among us have caused you difficulty with their words, trying to overturn your soul though we have not given them instructions,	Pan ahlárielme in ennoli ho mici mé atyárier len urdie quettaltainen, névala nuquere fealda ómu ualme ánie tien peantier,
But Peter said to her: “How is that you were of one mind to test the Lord's spirit? Behold! The feet of that brought your husband to his grave are before the door, and they will carry you outside.”	Mal Péter quente senna: “Manen ná i aneste er sámo tyastien i Héruo faire? Yé! I talu ion taller verulya sapsaryanna nát epe i fenda, ar coluvalte lyé ettenna.”
Therefore, now when you have put away lie, speak truth, everyone among you with his neighbor, for we are each one the other's body-parts .	Etta, sí íre apánielde oa huru, queta nanwie, ilquen mici le as armarorya, an nalve ilquen i exeo hroarantar.
And after three days they found him in the temple, sitting among the teachers, listening to them and asking them.	Ar apa auri nelde hirnettes i cordasse, hámala imíca i peantari, lastala téna ar maquétala téna.
For God has not given us a timid spirit, but a spirit of power and love and of health of mind.	An Eru ua ánie ven caurea faire, mal faire túreva ar melmeva ar máleva sámo.
Furthermore, though you were dead in your crimes and in your lack of circumcision in your flesh, God made you alive with him. He forgave us all our crimes	Ente, ómu anelde qualinar ongweldassen ar penieldasse oscirie hráveldasse, Eru le-carne coirie óse. Apsennes ven ilye ongwelvar
Then they put their hands on him and seized him.	Tá panyanelte máltat sesse ar namper se.
Thus the tongue as well is a small body-part, and yet it boasts greatly. Behold, how small is the fire that can kindle so great a wood!	Sie yando i lamba ná pitya hroaranta, ananta laitaxe ita. Yé, manen pitya ná i náre ya pole narta ta hoa taure!
a path that he opened up to us as a new and living path through the veil, that is, the flesh,	tie ya pantanes ven ve vinya ar coirea tie ter i fanwa, ta ná, i hráve,
And he wished to fill himself with the pods that the pigs were eating, but no one gave him a thing.	Ar mernes quate inse i vainínen yar i polcar manter, mal úquen antane sen nat.
And the Lord’s angel stood by them, and the Lord’s glory shone about them, and great fear seized them.	Ar i Héruo vala tarne ara te, ar i Héruo alcar caltane os te, ar túra caure nampe te.
But they did not remember to bring breads with them, and except for one bread they had nothing in the boat.	Mal ualte renne mapa massar aselte, ar hequa massa er sámelte munta aselte i luntesse.
and the body-parts that we think less honorable, to them we give that more abundant glory, and so our unseemly parts have more abundant beauty,	ar i hroarantar yar sanalve mis laitime, tain antalve ta ambe úvea alcar, ar sie úvanime rantalvain samir ambe úvea vaniesse,
But also if you did get married to a woman, you were not going to sin . And if a virgin got married, she was not going to sin . But who do so will have tribulations in their flesh. But I try to save you from grief.	Mal yú qui é veryanel nissenna, ual úcarumne. Ar qui vende veryane, uas úcarumne. Mal i carir sie samuvar şangier hráveltasse. Ono nevin le-rehta nairello.
 which you learnt and you received and you heard and you saw by means of me, do them, and the God of peace will be with you.	Yar parnelde ar camnelde ar hlasselde ar cennelde inyenen, tai cara, ar i Aino raineva euva aselde.
Furthermore, they cannot more die, for they are like angels, since they are children of God by being children of the resurrection.	Ente, ualte pole ambe quale, an nalte ve valar, pan nalte Eruo híni návenen i enortaleo híni.
Jesus said to him: “If you want to be perfect, go and sell your goods and give them to the poor, and you will receive a treasure in heaven; then come and follow me!”	Yésus quente senna: “Qui meril náve ilvana, mena ar vaca armalyar ar átai anta i penyain, ar camuval harma menelde; tá tula ar áni hilya!”
Therefore I wish that these younger widows are to marry, and that they bear children and manage a home; thus who stands against us will not have a reason for speaking mockery.	Etta merin i sine ambe nesse verulórar veryuvar, ar i colilte híni ar mahtar mar; sie ye tare venna ua samuva casta quetien yaiwe.
But in answer Jesus said to him: “Simon, I have something that I want to say to you.” He said: “Teacher, say it!”	Mal hanquentasse Yésus quente senna: “Símon, samin nat ya merin quete lyenna.” Eques: “Peantar, queta sa!”
And some among who stood there, when they heard that, said: “Listen! He is calling Elijah!”	Ar quelli imíca i tarner hare, íre hlasselte ta, quenter: “Á lasta! Yálas Elía!”
But we are sending with him a brother whose praise has spread through all the congregations because of his work for the gospel.	Mal mentealme óse háno yeo laitale ivintie ter ilye i ocombi molieryanen i evandilyonen.
And he commanded them, saying: “Take head, watch out concerning the leaven of the Pharisees and Herod's leaven.”	Ar cannes tien, quétala: “Cima, ettira pa Farisaron pulmaxe ar Herolo pulmaxe.”
But the greater number among them did not please God, for their corpses were scattered in the wilderness.	Mal i ambe rimbe queni mici te uar fastane Eru, an loicoltar náner vintane i ravandasse.
And while he sat on the Mount of Olives across from the temple, Peter and James and Andrew asked him, now that they were alone:	Ar lan hamnes Orontesse Milpioiva olla i cordallo, Péter ar Yácov ar Yoháno ar Andréas maquenter senna, sí íre anelte erinque:
May God and the Father of Jesus Christ our Lord be blessed, the Father of mercies and God of all comfort,	Nai Eru ar Yésus Hristo Herulvo Atar nauva aistana, i Atar oraviéron ar Aino ilya tiutaleo,
Concerning the gospel they are enemies by reason of you, but concerning the choosing they are beloved, by reason of their fathers.	Pa i evandilyon nalte ñottor castanen eldeo, mal pa i cilie nalte melde, castanen atariltaron.
Therefore they called for a second time the man who formerly was blind and said to him: “Give glory to God; we know that this man is a sinner.”	Etta yaldelte attea lússe i nér ye yá náne lomba ar quenter senna: “Á anta Erun alcar; istalme i ná nér sina úcarindo.”
You judge by the flesh; I do not judge anyboy at all.	Lé namir i hrávenen; inye laume name aiquen.
In answer he said: “Wicked and dull thrall, then you knew that I reap where I did not sow and gather where I did not scatter?	Hanquentasse eques: “Olca ar lenca mól, tá sintel i cirihtan yasse uan rende ar comyan yasse uan vintane?
When it was full, they pulled it up onto the beach and sat down and gathered the good ones into vessels, but the worthless ones they threw away.	Íre anes quanta, tunceltes ama i fáranna ar hamuner ar comyaner i márar mir veneli, mal i úmirwar hantelte oa.
And out of the heart come evil thoughts, killings, marriage-breaking, fornication, thefts, lying testimonies, blasphemies.	An et i endallo tulir olce sanwar, nahtier, vestaleracie, úpuhtale, pilwi, húrala vettier, naiquetier.
and we said farewell to one another, and we went into the boat, but they returned home.	ar quentelme namárie quén i exenna, ar lendelme mir i lunte, mal té nanwenner marda.
Then he started to curse and say with oaths: “I do not know the man!” And in the same moment a cock sounded.	Tá yestanes húta ar quete vandalínen: “Uan ista i nér!” Ar mí imya lú tocot lamyane.
But he said to them: “If they do not listen to Moses and the Prophets, a person returning from dead will also fail to change their mind.”	Ono quentes senna: “Qui ualte lasta Mósenna ar i Erutercánonnar, quén nanwénala qualinillon yando loituva vista sámalta.”
Therefore, brothers, do everything that you can to make firm your calling and your choosing, for so doing you shall by no means fall.	Etta, hánor, cara ilqua ya polilde carien tulca yalielda ar cilmelda, an sie cárala laume lantuvalde.
Then he turned to the woman and said to Simon: “Are you seeing this woman? I came into your house; you did not give me water for my feet. But this woman made my feet wet with her tears and wiped them away with her hair.	Tá quernes inse i nissenna ar quente Símondenna: “Ma cénal nís sina? Túlen mir coalya; ual antane nin nén talunyant. Mal nís sina carne talunyat mixe níreryainen ar aupsarne tai findeleryanen.
The fourth angel sounded his trumpet, and a third part of Sun was smitten , and a third of Moon, and a third of the stars. Thus a third of their light became darkness; was no light for a third of the day, or for a third of the night.	I cantea vala lamyane hyólarya, ar nelesta Anaro náne pétina, ar nelesta Işilo, ar nelesta i tinwion. Sie nelesta calalto olle mornie; lá enge cala nelestasse i aureo, hya nelestasse i lómio.
To him the door-watcher opens, and the sheep listen to his voice, and he calls his own sheep by name and leads them outside.	Sen i fennatir latya, ar i mámar lastar ómaryanna, ar yalis vére mámaryar essenen ar te-tulya etsenna.
Now was the preparation of the Passover; was around the night hour. And he said to the Jews: “Behold your king!”	Sí enge i manwie i Lahtiéva; náne os i nertea lúme. Ar quentes i Yúrannar: “Ela aranelda!”
What, then, am I to say about these things? If God is with us, who will stand against us?	Mana, tá, quetuvan pa nati sine? Qui Eru ea aselve, man taruva venna?
Do not make one another deprived, except when you are of one mind to be away from the other, for a time, to give yourselves opportunity for prayer. Then come together again, to stop Satan from tempting you since you cannot control your lust.	Áva care quén i exe racine, hequa íre naste er sámo náve oa i exello, ter lúme, antáven lent ecie hyamien. Tá tula uo ata, pustien Sátan şahtiello let pan uaste pole ture mailesta.
Jesus, knowing that the Father had given all things into his hands, and that he came forth from God and was to go to God,	Yésus, istala i náne i Atar antienwa ilye nati máryanta, ar i ettúles Erullo ar menumne Erunna,
Until I shall come, give heed to the reading, the comfort, the teaching.	Tenna tuluvan, cima i hentie, i tiutie, i peantie.
But these sayings seemed to them like folly, and they did not believe what the women said.	Mal quetier sine şéner tien ve aucie, ar ualte sáve ya i nissi quenter.
But when he was asked by the Pharisees about the time when God's kingdom was going to come, he said to them in answer: “God's kingdom does not come in a manner allowing people to see it with their eyes.	Mal íre anes maquétina lo i Farisar pa i lúme yasse Eruo aranie tulumne, quentes téna hanquentasse: “Eruo aranie ua tule mi lé lávala quenin cenitas hendultanten.
For I was hungry and you gave he food; I was thirsty, and you gave me something to drink; I was a stranger, and you received me,	An anen maita ar antanelde nin matta; anen soica, ar antanelde nin nat sucien; anen ettelea ar camnelde ni,
Therefore, if you that are wicked know to give good gifts to your children, how more the heavenly Father will give Holy Spirit to those that ask of him!”	Etta, qui elde i nar olce istar anta máre annar hínaldain, manen ole i menelda Atar antuva Aire Fea in arcar sello!”
and they said: “Men from Galilee, how is that you are standing looking at heaven? This Jesus, who was taken up from you into the cloud, shall return so, in the same manner that you watched him go into heaven.”	ar quentette: “Neri Alileallo, manen ná i táralde yétala menel? Yésus sina, ye náne cámina ama lello mir i lumbo, entuluva sie, mí imya lé ya tirneldes lelyea mir menel.”
and he will speak to you sayings by which you will be saved, you and your family.	ar quetuvas lyenna quetiéli yainen nauval rehtana, elye ar nosselya.
And after they said the request, the place where they were assembled was being shaken, and everyone among them was filled by the Holy Spirit and spoke God's word with boldness.	Ar apa quentelte i arcande, i nóme yasse anelte ócómienwe náne pálaina, ar ilquen mici te náne quátina i Aire Feanen ar quente Eruo quetta veriénen.
And on his journey towards Jerusalem he passed though the middle of Samaria and Galilee.	Ar lendaryasse Yerúsalemenna langanes ter i ende Samário ar Alileo.
But great fear seized them, and they said one to the other: “Who indeed is he, since also wind and sea do as he says?”	Mal hoa caure te-nampe, ar quentelte quén i exenna: “É man náse, pan yando súre yo ear carit ve quetis?”
they had breast-plates like breast-plates of iron, and the sound of their wings was like the sound of many chariots with horses that are running to war.	sámelte ambassi ve angaine ambassi, ar i lamma rámaltaron náne ve i lamma rimbe norolleron arwe roccoron i nórar ohtanna.
A crowd sat around him, and they said to him: “Behold! Your mother and your brothers on the outside are seeking you.”	Şanga hamne os se, ar quentelte senna: “Yé! Amillelya ar hánolyar i ettesse lye-cestear.”
For numerous ones are called, but few are chosen!”	An rimbar nar yáline, mal mancar nar cíline!
But these people will answer concerning this to that is ready to judge the living and the dead.	Mal queni sine hanquetuvar pa si yen ná manwa namien coirear ar qualini.
to show mercy on our fathers and to recall his holy covenant,	tanien oravie atarilvassen ar enyalien aire vérerya,
No one fastens a patch of unshrunk cloth on an old cloak, for its full power will pull from it, and there will be a worse tearing.	Úquen tace lilma alapihta lanneo yára collasse, an quanta túrerya tucuva sallo, ar euva ambe faica narcie.
And while the words were still in his mouth, behold, there came Judas, one of the twelve, and with him a great crowd having swords and clubs came from the chief priests and the elders among the people.	Ar íre i quettar en enger antoryasse, yé, tasse túle Yúras, quén i yunqueo, ar óse hoa şanga arwa macillion ar rundalion túle ho i hére airimor ar i amyárar mici i lie.
And men were being burned by a great heat, but they cursed the name of God, who had authority over these plagues, and they did not find repentance so as to give him glory.	Ar atani náner urtaine túra úrenen, mal huntelte i esse Eruo, ye sáme hére or ungwaler sine, ar ualte hirne inwis antáven sen alcar.
Now I made known to you, brothers, the gospel that I gave to you, which I also received, in which you also stand,	# Sí carin sinwa len, hánor, i evandilyon ya antanen len, ya yú camnelde, yasse yú tarilde,
and who by Holy Spirit spoke through the mouth of David our father, your servant: 'How is that nations rise up up and peoples are thinking about empty things?	ar ye Aire Feanen quente ter i anto Lavir atarelmo, núrolya: 'Manen ná i nóreli amortar ar lieli sánear pa luste natali?
But I am sending the brothers, that my praise concerning you will not be empty in this matter, but as I have said you will indeeed be ready.	Mal mentean i hánor, i laitalelma pa elde ua nauva lusta pa natto sina, mal ve equétien é nauvalde manwe.
and he told them everything and sent them to Joppa.	ar nyarnes ilqua tien ar te-mentane Yoppanna.
Indeed there will still be a sabbath-rest for God's people.	É euva en sendare-sére Eruo lien.
Are you bound to a wife? Do not seek releasing. Are you released from a wife? Do not seek a wife.	Ma nalye nútina verinna? Áva cesta lehtie. Ma nalye lehtana verillo? Áva cesta veri.
When Jesus raised his eyes and saw a great crowd come to him, he said to Philip: “Where will we buy breads so that these may eat?” But this he said to test him, for he knew what he was going to do.	Íre Yésus ortane henyat ar cenne haura şanga túla senna, quentes Filipenna: “Masse hómancuvalve massali i sine lertuvar mate?” Mal si quentes tyastien se, an sé sinte ya carumnes.
and all drank the same drink of spirit. For they drank from the rock of spirit that followed them, and that rock was the Christ.	ar illi suncer i imya yulda faireva. An suncelte i ondollo faireva ya hilyane te, ar sana ondo náne i Hristo.
They are that soil a man, but if a man eats food with unwashed hands, that does not soil him!”	Tai nar yar vahtar atan, mal qui atan mate matta úsóvine mánten, ta ua vahta se!”
and we toil, laboring with our own hands. When we receive mockery, we bless; when we are being persecuted, we bear it;	ar mótalme, molila vére málmanten. Íre camilme yaiwe, aistalme; íre nalme roitaine, colilmes;
For as everybody knows, our Lord came from the tribe of Juda , and Moses said nothing about priests from that tribe.	An ve ilquen ista, Herulva túle ho nosserya Yehúra, ar Móses quente munta pa airimor ho nosse tana.
For who say such things show that they seek a place that will be their own.	An i quetir síti natali tanar i cestalte nóme ya nauva véralta.
and the Devil said to him: “I shall give you all this power and their glory, for it has been given to me, and I will give it to anyone that I wish.	ar i Arauco quente senna: “Antuvan lyen ilya túre sina ar alcarelta, an anaies antaina nin, ar antuvanyes aiquenen ye merin.
Therefore give these orders, to stop anyone from speaking evil about them.	Etta á anta canwar sine, pustien aiquen quetiello ulco pa te.
In the same manner also you: count yourselves as dead to sin, but as living to God, in Christ Jesus.	Mi imya lé yú elde: nota inde ve qualine úcaren, mal ve coirie Erun, mi Hristo Yésus.
but to you that suffer tribulation, rest with us when the Lord Jesus is revealed from heaven with his powerful angels	mal elden i perperir şangie, sére aselme íre i Heru Yésus ná apantaina menello as túrie valiryar
Therefore we urged Titus that he was going to complete the gift that he formerly started to collect among you.	Etta hortanelme Títo i telyumnes i anna ya yá yestanes hosta imíca le.
Blind Pharisee, cleanse first the inside of the cup and the dish, for its outside to be clean as well!	Cénelóra Farisa, á poita minyave i mitya i yulmo ar i veneo, yando etteryo náven poica!
in holiness and justness before him in all our days.	airesse ar failiesse epe se ilye aurelvassen.
Nathanael answered him: “Rabbi, you are the Son of God, you are the King of Israel!”	Natanael hanquente senna: “Ravi, elye ná i Eruion, elye ná i Aran Israélo!”
they that exchanged God's truth for the lie, and worshiped which was created above who created, who is being blessed forever. Amen!	té i quaptaner Eruo nanwie i hurun, ar tyerner ya náne ontana or ye ontane, ye ná aistaina tennoio. Násie!
Therefore the matter hangs, not on who wishes or on that runs, but on Gods who shows mercy.	Etta i natto linga, lá yesse mere hya yesse nore, mal Erusse ye órave.
and everyone who is alive and believes in me shall not ever die. Do you believe this?”	ar ilquen ye ná coirea ar save nisse laume oi qualuva. Ma savil si?”
– who were the people that listened, and yet caused bitter anger? Were the one that did so not all that went out of Egypt, led by Moses?	– man náner i queni i lastaner, ananta tyarner sára rúşe? Ma i carner sie uar náne illi i lender et Mirrandorello, tulyaine lo Móses?
They Peter arose and went with them. And when he came thither, they led him into the upper room, and all the widows stood with him in tears, showing him many tunics and cloaks that Dorcas had made when she was still with them.	Tá Péter oronte ar lende aselte. Ar íre túles tar, tulyaneltes mir i oromar, ar ilye i verulórar tarner óse nírelissen, tánala sen rimbe laupeli ar collali yar Lorcas carnelyane íre en enges aselte.
But everyone is tested by being drawn and tempted by his own lust.	Mal ilquen ná tyestaina návenen túcina ar ºahtaina véra maileryanen.
And after hearing their quarrel, one of the scribes came near, for he perceived that Jesus answered them well. He asked him: “What is the first of all commandments?”	Ar apa hlarie costelta, quén i parmangolmoron túle hare, an túnes i Yésus hanquente téna mai. Maquentes senna: “Mana ná i minya ilye axanion?”
Love does not ever fall away. If they are words of prophets, they will be put away; if they are tongues, they will cease; if it is knowledge, it will be put away.	Melme ua oi lantuva oa. Qui nalte Erutercánoron quettar, nauvalte panyane oa; qui nalte lambi, hautuvalte; qui nas istya, nauvas panyana oa.
In everything you are made rich, allowing you to give freely in every manner, and so God will receive thanksgiving by means of you.	Mi ilqua nalde cárine lárie, lávala len anta lérave mi ilya lé, ar sie Eru camuva hantale elvenen.
Therefore Jesus answered and said to them: “Truly, truly I say to you, the Son cannot do a single thing by himself, but only which he sees the Father doing. For anything which he does, that the Son also does in the same manner.	Etta Yésus hanquente ar eque téna: “Násie, násie quetin lenna, i Yondo ua pole care erya nat immonen, mal rie ya cenis i Atar cára. An aiqua ya sé care, ta i Yondo yando care i imya lénen.
It does not have joy in injustice, but has joy with the truth.	Uas same alasse mi úfailie, mal samis alasse as i nanwie.
The number of the men who together gave this oath was over forty.	I nóte i nerion i uo antaner vanda sina náne or canaquean.
In answer the minister said: “I ask you, about whom does the prophet say this? About himself or about another person?”	Hanquentasse i arandur quente: “Maquetin lye, pa man i Erutercáno quete si? Pa inse hya pa hyana quén?”
And again he says: “Have joy, nations, with his people.”	Ar ata quetis: “Sama alasse, nóri, as lierya.”
I thank Christ Jesus, who gave me strength , since he counted me faithful and reserved me for servant-work,	Hantan Hristo Yésun, ye antane nin antoryame, pan nontesen voronwa ar ni-sante núromolien,
Seeing how the Jews thought well about that, he also seized Peter. That happened in the days of unleavened breads.	Cénala manen i Yúrar sanner mai pa ta, yú nampes Péter. Ta martane auressen alapulúne massaron.
Therefore the chief priests and the Pharisees gathered the Council and said: “What are we to do, since this man does many signs?	Etta i hére airimor ar i Farisar ócomner i Combe ar quenter: “Mana caruvalve, pan atan sina care rimbe tannali?
When the bridegroom was late, all among them were slumberous and slept.	Íre i ender náne telwa, illi mici té náner lorde ar húmer.
Simon Peter said to them: “I am going to catch some fishes.” They said to him: “We too are coming with you.” They went out and went into the boat, but through that night they caught nothing.	Símon Péter quente téna: “Ménan raitien lingwili.” Quentelte senna: “Yando elme túlar aselye.” Etemennelte ar lender mir i lunte, mal ter lóme yana raitanelte munta.
But he, wishing to show that he was just, said to Jesus: “And who is my neighbor?”	Mal sé, mérala tana i anes faila, quente Yésunna: “Ar man ná armaronya?”
And this commandment we have from him, that is necessary to who loves God to love also his brother.	Ar axan sina samilve sello, i mauya yen mele Eru mele yando hánorya.
But Abraham said: “They have Moses and the Prophets; let them listen to them!”	Ono eque Avraham: “Samilte Móses ar i Erutercánor; á lastar téna!”
that you have prepared before all the peoples,	ya amanwiel epe ilye i lier,
He went through Syria and Cilicia, strengthening the congregations.	Lendes ter Siria ar Cilicia, turyala i ocombi.
speaking evil about others, hating God, violent, haughty, praising themselves, inventing evil things, not heeding parents ,	quetila ulco pa exi, tevila Eru, narace, turquime, laitala inte, autala ulce nati, lá cimila nostaru,
that did not heed their orders when God in his patience waited in the days of Noah, in the building of the ark, in which some few, that is, eight persons, were carried in safety through the water.	i uar cimne canwaltar íre Eru cóleryasse lartane Nóho auressen, i carastiesse i marciryava, yasse mancali, tá ná, queni tolto, náner cóline mi varnasse ter i nén.
But in the same moment Jesus said to them: “Courage! It is I! Do not be afraid!”	Mal mi imya lú Yésus quente téna: “Huore! Inye ná! Áva ruce!”
Then came to Jesus from Jerusalem some Pharisees and scribes, saying:	Tá túler Yésunna Yerúsalemello Farisali ar parmangolmoli, quétala:
The elder to the chosen lady and to her children, whom I love in truth, and not I alone, but also all who know the truth,	I amyára i cílina herinna ar hínaryannar, i melin nanwiesse, ar lá inye erinqua, mal yando illi i istar i nanwie,
What, then, shall the garden-master do? He shall come and shall destroy the cultivators and will give the garden to others.	Mana, tá, caruva i tarwantur? Tuluvas ar nancaruvas i alamor ar antuvas i tarwa exelin.
For John the Baptist has come, not eating bread or drinking vine, but you say: He is possessed by a demon!	An Yoháno i Tumyando utúlie, lá mátala massa hya súcala limpe, mal quetilde: 'Náse haryaina lo rauco!'
In the same manner exhort the young men to be sensible,	Mi imya lé á horta i nesse neri náve hande,
But one of the hanging evildoers blasphemed him: ”Are you not the Christ? Save yourself and us!”	Mal er i lingala úcarindoron naiquente senna: “Ma elye ua i Hristo? Á rehta imle ar met!”
for he has seen the lowly state of his maidservant. And behold! from now all generations will call me happy,	an ecénies núreryo naldie. Ar yé! ho sí ilye nónari estuvar ni valima,
Offspring of snakes, how can you say good things, you who are evil? For out of the abundance of the heart the mouth speaks.	Onnar leucoron, manen polilde quete máre nati, elde i nar ulce? An et i endo úvello i anto quete.
“Others he has saves; himself he cannot save! He is king of Israel; let him now come down from the cross and we will believe in him!	“Exeli erehties; inse uas pole rehta! Náse Israélo aran; lava sen sí tule undu i tarwello ar savuvalme sesse!
And yet, if I do judge, my judgement is true, since I am not alone, but the Father who sent me is with me.	Ananta, qui é namin, námienya nanwa ná, pan uan erinqua, mal i Atar ye ni-mentane ea óni.
But when the Jews from Thessalonica learnt that God's word was made known also in Beroea by Paul, they came there stirring up and disturbing the crowds.	Mal íre i Yúrar Şessalonicallo parner in Eruo quetta náne carna sinwa yando Veroiasse lo Paulo, túlelte tar valtala ar tarastala i şangar.
the gospel for which I am suffering and am carrying bonds as an evil-doer. But God's word is not in bonds.	i evandilyon yan perpéran ar cólan naxeli ve ulcarindo. Mal Eruo quetta ua naxessen.
and delivering all that by fear of death were slaves in their entire life.	ar etelehtien illi i caurenen qualmeva náner móli quanda coivieltasse.
